_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at
9566,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-13T00:05:21
9567,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-13T00:05:21
9568,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-13T00:05:21
9569,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-13T00:05:21
9570,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-13T00:05:21
9571,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-13T00:05:21
9572,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-13T00:05:21
9573,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-13T00:05:21
9574,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-13T00:05:21
9575,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-13T00:05:21
9576,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-13T00:05:21
9577,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-13T00:05:21
9578,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-13T00:05:21
9579,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-13T00:05:21
9580,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-13T00:05:21
9581,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-13T00:05:21
9582,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-13T00:05:21
9583,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2020-12-13T00:05:21
9584,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-13T00:05:21
9585,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-13T00:05:21
9586,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-13T00:05:21
9587,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-13T00:05:21
9588,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-13T00:05:21
9589,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-13T00:05:21
9590,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-13T00:05:21
9591,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-13T00:05:21
9592,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2020-12-13T00:05:21
9593,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2020-12-13T00:05:21
9594,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-13T00:05:21
9595,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-13T00:05:21
9596,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-12-13T00:05:21
9597,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-13T00:05:21
9598,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-13T00:05:21
9599,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-13T00:05:21
9600,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-13T00:05:21
9601,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2020-12-13T00:05:21
9602,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2020-12-13T00:05:21
9603,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-13T00:05:21
9604,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2020-12-13T00:05:21
9605,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2020-12-13T00:05:21
9606,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-12-13T00:05:21
9607,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2020-12-13T00:05:21
9608,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-13T00:05:21
9609,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2020-12-13T00:05:21
9610,street-furniture-information-pillar-wayfinding-structure,1,0.73,1,0.25,0.74,0.68,0.55,Bronze,Bronze,2020-12-13T00:05:21
9611,street-furniture-litter-receptacle,1,0.75,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-13T00:05:21
9612,street-furniture-poster-board,1,0.77,1,0.25,0.75,0.69,0.56,Bronze,Bronze,2020-12-13T00:05:21
9613,street-furniture-poster-structure,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-13T00:05:21
9614,street-furniture-public-washroom,1,0.78,1,0.25,0.71,0.68,0.53,Bronze,Bronze,2020-12-13T00:05:21
9615,street-furniture-publication-structure,1,0.76,1,0.25,0.72,0.68,0.54,Bronze,Bronze,2020-12-13T00:05:21
9616,street-furniture-transit-shelter,1,0.73,1,0.25,0.76,0.69,0.56,Bronze,Bronze,2020-12-13T00:05:21
9617,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-13T00:05:21
9618,toronto-centreline-tcl,1,0.69,1,0.25,0.77,0.69,0.55,Bronze,Bronze,2020-12-13T00:05:21
9619,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-13T00:05:21
9620,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-13T00:05:21
9621,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-13T00:05:21
9622,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-13T00:05:21
9623,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9624,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-12-13T00:05:21
9625,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9626,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9627,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9628,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9629,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9630,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9631,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9632,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9633,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9634,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-12-13T00:05:21
9635,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9636,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9637,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9638,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9639,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-13T00:05:21
9640,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9641,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-13T00:05:21
9642,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9643,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9644,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-13T00:05:21
9645,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-14T00:05:16
9646,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-14T00:05:16
9647,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-14T00:05:16
9648,apartment-building-evaluation,1,0.7,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-14T00:05:16
9649,apartment-building-registration,1,0.74,1,0.69,0.78,0.81,0.76,Silver,Silver,2020-12-14T00:05:16
9650,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-14T00:05:16
9651,automated-speed-enforcement-locations,1,1,0.5,0.75,0.83,0.79,0.73,Silver,Silver,2020-12-14T00:05:16
9652,bicycle-parking-bike-stations-indoor,1,0.73,1,0.12,0.81,0.68,0.54,Bronze,Bronze,2020-12-14T00:05:16
9653,bicycle-parking-high-capacity-outdoor,1,0.7,1,0.12,0.83,0.68,0.54,Bronze,Bronze,2020-12-14T00:05:16
9654,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-12-14T00:05:16
9655,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-14T00:05:16
9656,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-14T00:05:16
9657,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-14T00:05:16
9658,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-14T00:05:16
9659,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-14T00:05:16
9660,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-14T00:05:16
9661,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-14T00:05:16
9662,building-permits-signs,1,0.95,1,0.12,1,0.78,0.71,Silver,Silver,2020-12-14T00:05:16
9663,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-14T00:05:16
9664,business-improvement-areas,1,0.69,1,0.12,0.72,0.64,0.47,Bronze,Bronze,2020-12-14T00:05:16
9665,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-12-14T00:05:16
9666,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-12-14T00:05:16
9667,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.62,Silver,Silver,2020-12-14T00:05:16
9668,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-14T00:05:16
9669,city-wards,1,0.64,1,0.12,0.71,0.63,0.45,Bronze,Bronze,2020-12-14T00:05:16
9670,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-12-14T00:05:16
9671,clothing-drop-box-locations,1,0.87,1,0.84,0.99,0.94,1,Gold,Gold,2020-12-14T00:05:16
9672,community-council-boundaries,1,0.67,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-12-14T00:05:16
9673,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-14T00:05:16
9674,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-14T00:05:16
9675,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-14T00:05:16
9676,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.76,Silver,Silver,2020-12-14T00:05:16
9677,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-12-14T00:05:16
9678,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2020-12-14T00:05:16
9679,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-12-14T00:05:16
9680,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-14T00:05:16
9681,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-14T00:05:16
9682,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-14T00:05:16
9683,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-14T00:05:16
9684,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-14T00:05:16
9685,fire-hydrants,1,1,1,0.12,0.83,0.72,0.61,Silver,Silver,2020-12-14T00:05:16
9686,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-14T00:05:16
9687,former-municipality-boundaries,1,0.69,0,0.12,0.8,0.49,0.2,Bronze,Bronze,2020-12-14T00:05:16
9688,highrise-residential-fire-inspection-results,1,0.47,0.5,0.38,0.53,0.52,0.24,Bronze,Bronze,2020-12-14T00:05:16
9689,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2020-12-14T00:05:16
9690,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-14T00:05:16
9691,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.38,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-14T00:05:16
9692,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-14T00:05:16
9693,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2020-12-14T00:05:16
9694,mbncanada-performance-measures,1,0.95,0.74,0.12,0.79,0.61,0.42,Bronze,Bronze,2020-12-14T00:05:16
9695,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-14T00:05:16
9696,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-14T00:05:16
9697,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-14T00:05:16
9698,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-14T00:05:16
9699,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-14T00:05:16
9700,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-14T00:05:16
9701,neighbourhoods,1,0.73,0,0.12,0.81,0.5,0.22,Bronze,Bronze,2020-12-14T00:05:16
9702,on-street-permit-parking-area-maps,1,0.28,1,0.12,0.6,0.55,0.3,Bronze,Bronze,2020-12-14T00:05:16
9703,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-14T00:05:16
9704,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-14T00:05:16
9705,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-14T00:05:16
9706,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-14T00:05:16
9707,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-14T00:05:16
9708,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-14T00:05:16
9709,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-14T00:05:16
9710,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-14T00:05:16
9711,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-14T00:05:16
9712,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-14T00:05:16
9713,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-14T00:05:16
9714,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-14T00:05:16
9715,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-14T00:05:16
9716,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-14T00:05:16
9717,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-14T00:05:16
9718,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-14T00:05:16
9719,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-14T00:05:16
9720,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2020-12-14T00:05:16
9721,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-14T00:05:16
9722,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-14T00:05:16
9723,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-14T00:05:16
9724,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-14T00:05:16
9725,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-14T00:05:16
9726,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-14T00:05:16
9727,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-14T00:05:16
9728,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-14T00:05:16
9729,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2020-12-14T00:05:16
9730,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2020-12-14T00:05:16
9731,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-14T00:05:16
9732,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-14T00:05:16
9733,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-12-14T00:05:16
9734,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-14T00:05:16
9735,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-14T00:05:16
9736,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-14T00:05:16
9737,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-14T00:05:16
9738,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2020-12-14T00:05:16
9739,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2020-12-14T00:05:16
9740,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-14T00:05:16
9741,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2020-12-14T00:05:16
9742,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2020-12-14T00:05:16
9743,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-12-14T00:05:16
9744,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2020-12-14T00:05:16
9745,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-14T00:05:16
9746,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2020-12-14T00:05:16
9747,street-furniture-information-pillar-wayfinding-structure,1,0.73,1,0.25,0.74,0.68,0.55,Bronze,Bronze,2020-12-14T00:05:16
9748,street-furniture-litter-receptacle,1,0.75,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-14T00:05:16
9749,street-furniture-poster-board,1,0.77,1,0.25,0.75,0.69,0.56,Bronze,Bronze,2020-12-14T00:05:16
9750,street-furniture-poster-structure,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-14T00:05:16
9751,street-furniture-public-washroom,1,0.78,1,0.25,0.71,0.68,0.53,Bronze,Bronze,2020-12-14T00:05:16
9752,street-furniture-publication-structure,1,0.76,1,0.25,0.72,0.68,0.54,Bronze,Bronze,2020-12-14T00:05:16
9753,street-furniture-transit-shelter,1,0.73,1,0.25,0.76,0.69,0.56,Bronze,Bronze,2020-12-14T00:05:16
9754,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-14T00:05:16
9755,toronto-centreline-tcl,1,0.69,1,0.25,0.77,0.69,0.55,Bronze,Bronze,2020-12-14T00:05:16
9756,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-14T00:05:16
9757,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-14T00:05:16
9758,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-14T00:05:16
9759,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-14T00:05:16
9760,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9761,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-12-14T00:05:16
9762,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9763,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9764,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9765,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9766,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9767,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9768,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9769,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9770,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9771,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-12-14T00:05:16
9772,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9773,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9774,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9775,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9776,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-14T00:05:16
9777,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9778,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-14T00:05:16
9779,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9780,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9781,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-14T00:05:16
9782,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-15T00:05:17
9783,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-15T00:05:17
